item,occurrence,key,line,kind,token,clause
112,1,112#1,677,path,ES/GLOBEX,A daily coefficient moving +116 percent with the weekly coefficient flipping sign on ES/GLOBEX is consistent with over-correction.
112,1,112#1,677,code,K9,K9 ASSUMES CLASSICAL MEASUREMENT ERROR AND THE PROGRAMME'S CENTRAL FINDING DISPUTES IT.
112,1,112#1,677,code,IV,"Sigma_E takes v from A*M^b, treating the whole excess over Var(log IV) as error independent of the true regressor."
112,1,112#1,677,code,S11,"44 rather than M^-1 and S11 attributes part of it to within-window volatility dispersion, a price-process property."
112,1,112#1,677,code,ES,A daily coefficient moving +116 percent with the weekly coefficient flipping sign on ES/GLOBEX is consistent with over-correction.
112,1,112#1,677,code,GLOBEX,A daily coefficient moving +116 percent with the weekly coefficient flipping sign on ES/GLOBEX is consistent with over-correction.
112,1,112#1,677,number,112,112.
112,1,112#1,677,number,116,A daily coefficient moving +116 percent with the weekly coefficient flipping sign on ES/GLOBEX is consistent with over-correction.
113,1,113#1,685,code,S14,S14 Phase 5 shows log condition number explaining 91 percent of within-cell year deviations at t = -23.
113,1,113#1,685,number,113,113.
113,1,113#1,685,number,5,S14 Phase 5 shows log condition number explaining 91 percent of within-cell year deviations at t = -23.
113,1,113#1,685,number,91,S14 Phase 5 shows log condition number explaining 91 percent of within-cell year deviations at t = -23.
113,1,113#1,685,number,2022,"5, and the 2022 dummy shrinking 80 percent once it enters."
113,1,113#1,685,number,80,"5, and the 2022 dummy shrinking 80 percent once it enters."
114,1,114#1,692,code,S15,NO FURTHER MEASUREMENT SESSION FOLLOWS S15.
114,1,114#1,692,number,114,114.
115,1,115#1,697,code,S16,S16 runs because K8 measured a misclassification rate of 7.
115,1,115#1,697,code,K8,S16 runs because K8 measured a misclassification rate of 7.
115,1,115#1,697,number,115,115.
115,1,115#1,697,number,114,"ITEM 114 IS AMENDED, disclosed."
115,1,115#1,697,number,7.9,S16 runs because K8 measured a misclassification rate of 7.9 to 13.
115,1,115#1,697,number,13.6,9 to 13.6 percent and a spurious switching cost reaching 138 basis points without ever testing whether correcting the observable reduces either.
115,1,115#1,697,number,138,6 percent and a spurious switching cost reaching 138 basis points without ever testing whether correcting the observable reduces either.
116,1,116#1,702,path,N/n,"03236): Gaussian HMM on a z-scored smoothed realized-volatility series, rolling window of 441 observations stepped forward one at a time, RV from 5-minute returns scaled by N/n for short sessions, two regimes."
116,1,116#1,702,code,RV,"03236): Gaussian HMM on a z-scored smoothed realized-volatility series, rolling window of 441 observations stepped forward one at a time, RV from 5-minute returns scaled by N/n for short sessions, two regimes."
116,1,116#1,702,name,Blake,"Specification from Blake, Gandhi and Jakkula (arXiv 2510."
116,1,116#1,702,name,Gandhi,"Specification from Blake, Gandhi and Jakkula (arXiv 2510."
116,1,116#1,702,name,Jakkula,"Specification from Blake, Gandhi and Jakkula (arXiv 2510."
116,1,116#1,702,name,Gaussian,"03236): Gaussian HMM on a z-scored smoothed realized-volatility series, rolling window of 441 observations stepped forward one at a time, RV from 5-minute returns scaled by N/n for short sessions, two regimes."
116,1,116#1,702,number,116,116.
116,1,116#1,702,number,2510.03236,"Specification from Blake, Gandhi and Jakkula (arXiv 2510.03236): Gaussian HMM on a z-scored smoothed realized-volatility series, rolling window of 441 observations stepped forward one at a time, RV from 5-minute returns "
116,1,116#1,702,number,441,"03236): Gaussian HMM on a z-scored smoothed realized-volatility series, rolling window of 441 observations stepped forward one at a time, RV from 5-minute returns scaled by N/n for short sessions, two regimes."
116,1,116#1,702,number,5,"03236): Gaussian HMM on a z-scored smoothed realized-volatility series, rolling window of 441 observations stepped forward one at a time, RV from 5-minute returns scaled by N/n for short sessions, two regimes."
117,1,117#1,709,code,RV,"That paper states its 5-minute prices are free of microstructure noise and that its RV captures the full variability of prices at high frequency, then applies a 5-day moving average to the observable stating the purpose "
117,1,117#1,709,code,S16,S16 replaces it with a shrinkage whose weight is the measured reliability.
117,1,117#1,709,number,117,117.
117,1,117#1,709,number,5,"That paper states its 5-minute prices are free of microstructure noise and that its RV captures the full variability of prices at high frequency, then applies a 5-day moving average to the observable stating the purpose "
117,1,117#1,709,number,5,"That paper states its 5-minute prices are free of microstructure noise and that its RV captures the full variability of prices at high frequency, then applies a 5-day moving average to the observable stating the purpose "
118,1,118#1,715,code,A1,"A1 raw log realized variance, no smoothing."
118,1,118#1,715,code,A2,A2 the published 5-day moving average.
118,1,118#1,715,code,A3,"A3 shrinkage E[log IV | log RV] = (1-lam)*mu_insample + lam*log RV with lam from the intercept route, both admissible ranges reported per item 66."
118,1,118#1,715,code,IV,"A3 shrinkage E[log IV | log RV] = (1-lam)*mu_insample + lam*log RV with lam from the intercept route, both admissible ranges reported per item 66."
118,1,118#1,715,code,RV,"A3 shrinkage E[log IV | log RV] = (1-lam)*mu_insample + lam*log RV with lam from the intercept route, both admissible ranges reported per item 66."
118,1,118#1,715,code,RV,"A3 shrinkage E[log IV | log RV] = (1-lam)*mu_insample + lam*log RV with lam from the intercept route, both admissible ranges reported per item 66."
118,1,118#1,715,number,118,118.
118,1,118#1,715,number,5,A2 the published 5-day moving average.
118,1,118#1,715,number,1,"A3 shrinkage E[log IV | log RV] = (1-lam)*mu_insample + lam*log RV with lam from the intercept route, both admissible ranges reported per item 66."
118,1,118#1,715,number,66,"A3 shrinkage E[log IV | log RV] = (1-lam)*mu_insample + lam*log RV with lam from the intercept route, both admissible ranges reported per item 66."
119,1,119#1,720,code,K11,"K11, REGIME CLASSIFICATION UNDER CORRECTION."
119,1,119#1,720,code,K8,"Primary metric is misclassification against the finest-grid noise-robust proxy, as in K8."
119,1,119#1,720,code,K11,"K11 FIRES if A3 reduces misclassification by less than 1 percentage point against BOTH A1 and A2 in every cell, or if the allocation Sharpe difference is below 0."
119,1,119#1,720,code,A3,"K11 FIRES if A3 reduces misclassification by less than 1 percentage point against BOTH A1 and A2 in every cell, or if the allocation Sharpe difference is below 0."
119,1,119#1,720,code,A1,"K11 FIRES if A3 reduces misclassification by less than 1 percentage point against BOTH A1 and A2 in every cell, or if the allocation Sharpe difference is below 0."
119,1,119#1,720,code,A2,"K11 FIRES if A3 reduces misclassification by less than 1 percentage point against BOTH A1 and A2 in every cell, or if the allocation Sharpe difference is below 0."
119,1,119#1,720,number,119,119.
119,1,119#1,720,number,1,"K11 FIRES if A3 reduces misclassification by less than 1 percentage point against BOTH A1 and A2 in every cell, or if the allocation Sharpe difference is below 0."
119,1,119#1,720,number,0.10,"K11 FIRES if A3 reduces misclassification by less than 1 percentage point against BOTH A1 and A2 in every cell, or if the allocation Sharpe difference is below 0.10 at every cost-sweep point."
120,1,120#1,726,code,K11,"That band is reported per cell first, so the result is interpretable whichever way K11 falls."
120,1,120#1,726,number,120,120.
121,1,121#1,730,number,121,121.
121,1,121#1,730,number,3,"HOLDOUT OPENS A SIXTH TIME, in Phase 3 only."
122,1,122#1,735,code,S17,"RESULT HIERARCHY, FIXED HERE AND NOT SUBJECT TO REVISION BY S17."
122,1,122#1,735,code,S07,"The primary results are the proxy-error scaling exponent (S07-S15), the intercept estimator for lambda (S08, S15), and the first-order criterion separating decisions where proxy noise matters from those where it does not"
122,1,122#1,735,code,S15,"The primary results are the proxy-error scaling exponent (S07-S15), the intercept estimator for lambda (S08, S15), and the first-order criterion separating decisions where proxy noise matters from those where it does not"
122,1,122#1,735,code,S08,"The primary results are the proxy-error scaling exponent (S07-S15), the intercept estimator for lambda (S08, S15), and the first-order criterion separating decisions where proxy noise matters from those where it does not"
122,1,122#1,735,code,S15,"The primary results are the proxy-error scaling exponent (S07-S15), the intercept estimator for lambda (S08, S15), and the first-order criterion separating decisions where proxy noise matters from those where it does not"
122,1,122#1,735,code,S11,"The primary results are the proxy-error scaling exponent (S07-S15), the intercept estimator for lambda (S08, S15), and the first-order criterion separating decisions where proxy noise matters from those where it does not"
122,1,122#1,735,code,S13,"The primary results are the proxy-error scaling exponent (S07-S15), the intercept estimator for lambda (S08, S15), and the first-order criterion separating decisions where proxy noise matters from those where it does not"
122,1,122#1,735,code,S14,"The primary results are the proxy-error scaling exponent (S07-S15), the intercept estimator for lambda (S08, S15), and the first-order criterion separating decisions where proxy noise matters from those where it does not"
122,1,122#1,735,code,K1,K1 through K11 are applications of that criterion and are secondary.
122,1,122#1,735,code,K11,K1 through K11 are applications of that criterion and are secondary.
122,1,122#1,735,code,S17,"A negative S17 result bears on where the parameter can be inserted, not on whether it was measured correctly."
122,1,122#1,735,code,S17,The report states this ordering explicitly and does not lead with S17.
122,1,122#1,735,number,122,122.
123,1,123#1,742,path,ES/GLOBEX/1day,"On ES/GLOBEX/1day, A1 switches 48 times across 621 holdout windows, so a pure two-day shift mislabels about 96 days or 15."
123,1,123#1,742,path,NQ/RTH/1h,"At NQ/RTH/1h the arms run on different time scales entirely, A1 switching 1,113 times at mean duration 3."
123,1,123#1,742,code,S16,THE S16 A2 FINDING IS PROVISIONAL PENDING LAG ALIGNMENT.
123,1,123#1,742,code,A2,THE S16 A2 FINDING IS PROVISIONAL PENDING LAG ALIGNMENT.
123,1,123#1,742,code,ES,"On ES/GLOBEX/1day, A1 switches 48 times across 621 holdout windows, so a pure two-day shift mislabels about 96 days or 15."
123,1,123#1,742,code,GLOBEX,"On ES/GLOBEX/1day, A1 switches 48 times across 621 holdout windows, so a pure two-day shift mislabels about 96 days or 15."
123,1,123#1,742,code,A1,"On ES/GLOBEX/1day, A1 switches 48 times across 621 holdout windows, so a pure two-day shift mislabels about 96 days or 15."
123,1,123#1,742,code,A2,5 percent against an observed A2-minus-A1 gap of 10.
123,1,123#1,742,code,A1,5 percent against an observed A2-minus-A1 gap of 10.
123,1,123#1,742,code,NQ,"At NQ/RTH/1h the arms run on different time scales entirely, A1 switching 1,113 times at mean duration 3."
123,1,123#1,742,code,RTH,"At NQ/RTH/1h the arms run on different time scales entirely, A1 switching 1,113 times at mean duration 3."
123,1,123#1,742,code,A1,"At NQ/RTH/1h the arms run on different time scales entirely, A1 switching 1,113 times at mean duration 3."
123,1,123#1,742,code,A2,3 against A2's 182 at 20.
123,1,123#1,742,code,A2,"4, with A2 at 46."
123,1,123#1,742,code,A2,The claim that the published smoothing raises misclassification is not established until A2 is compared against a reference smoothed identically and against the minimum over integer lag shifts.
123,1,123#1,742,number,123,123.
123,1,123#1,742,number,5,A 5-day trailing moving average lags by roughly two days.
123,1,123#1,742,number,48,"On ES/GLOBEX/1day, A1 switches 48 times across 621 holdout windows, so a pure two-day shift mislabels about 96 days or 15."
123,1,123#1,742,number,621,"On ES/GLOBEX/1day, A1 switches 48 times across 621 holdout windows, so a pure two-day shift mislabels about 96 days or 15."
123,1,123#1,742,number,96,"On ES/GLOBEX/1day, A1 switches 48 times across 621 holdout windows, so a pure two-day shift mislabels about 96 days or 15."
123,1,123#1,742,number,15.5,"On ES/GLOBEX/1day, A1 switches 48 times across 621 holdout windows, so a pure two-day shift mislabels about 96 days or 15.5 percent against an observed A2-minus-A1 gap of 10."
123,1,123#1,742,number,10.6,"5 percent against an observed A2-minus-A1 gap of 10.6 points, meaning phase lag alone predicts MORE disagreement than is observed."
123,1,123#1,742,number,"1,113","At NQ/RTH/1h the arms run on different time scales entirely, A1 switching 1,113 times at mean duration 3."
123,1,123#1,742,number,3.3,"At NQ/RTH/1h the arms run on different time scales entirely, A1 switching 1,113 times at mean duration 3.3 against A2's 182 at 20."
123,1,123#1,742,number,182,3 against A2's 182 at 20.
123,1,123#1,742,number,20.4,"3 against A2's 182 at 20.4, with A2 at 46."
123,1,123#1,742,number,46.03,"4, with A2 at 46.03 percent which is chance."
124,1,124#1,752,path,NQ/RTH/30min,NQ/RTH/30min runs 48.
124,1,124#1,752,code,NQ,NQ/RTH/30min runs 48.
124,1,124#1,752,code,RTH,NQ/RTH/30min runs 48.
124,1,124#1,752,number,124,124.
124,1,124#1,752,number,48.48,NQ/RTH/30min runs 48.48 percent in sample and 26.
124,1,124#1,752,number,26.53,48 percent in sample and 26.53 percent out of sample.
125,1,125#1,757,code,A4,"ARM A4, THE CORRECTION ENTERS THE MODEL."
125,1,125#1,757,code,S16,"S16 established that any affine correction to the observable is annihilated exactly by within-window z-scoring, which is a property of the whole class of linear proxy corrections upstream of a normalising classifier."
125,1,125#1,757,code,A4,"A4 is the same two-state Gaussian HMM with the emission variance in each state decomposed into a state variance plus a KNOWN observation-noise variance taken from the measured lambda, held fixed during estimation rather "
125,1,125#1,757,code,A1,"Window, state count, normalisation, labelling, reference classifier and allocation are identical to A1, so the comparison isolates the emission change."
125,1,125#1,757,name,Gaussian,"A4 is the same two-state Gaussian HMM with the emission variance in each state decomposed into a state variance plus a KNOWN observation-noise variance taken from the measured lambda, held fixed during estimation rather "
125,1,125#1,757,number,125,125.
126,1,126#1,766,code,K12,"K12, MEASUREMENT ERROR IN THE EMISSION."
126,1,126#1,766,code,K8,"Primary metric is misclassification against the finest-grid noise-robust reference, as in K8 and K11."
126,1,126#1,766,code,K11,"Primary metric is misclassification against the finest-grid noise-robust reference, as in K8 and K11."
126,1,126#1,766,code,K12,K12 FIRES if A4 reduces misclassification by less than 1 percentage point against A1 in every cell.
126,1,126#1,766,code,A4,K12 FIRES if A4 reduces misclassification by less than 1 percentage point against A1 in every cell.
126,1,126#1,766,code,A1,K12 FIRES if A4 reduces misclassification by less than 1 percentage point against A1 in every cell.
126,1,126#1,766,number,126,126.
126,1,126#1,766,number,1,K12 FIRES if A4 reduces misclassification by less than 1 percentage point against A1 in every cell.
127,1,127#1,771,name,Hurst,"Var(eps) = (1 - lambda) * Var(log RV_M), the same construction item 109 used for the Hurst nugget, with lambda from the intercept route at both admissible and extended ranges per item 66."
127,1,127#1,771,number,127,127.
127,1,127#1,771,number,1,"Var(eps) = (1 - lambda) * Var(log RV_M), the same construction item 109 used for the Hurst nugget, with lambda from the intercept route at both admissible and extended ranges per item 66."
127,1,127#1,771,number,109,"Var(eps) = (1 - lambda) * Var(log RV_M), the same construction item 109 used for the Hurst nugget, with lambda from the intercept route at both admissible and extended ranges per item 66."
127,1,127#1,771,number,66,"Var(eps) = (1 - lambda) * Var(log RV_M), the same construction item 109 used for the Hurst nugget, with lambda from the intercept route at both admissible and extended ranges per item 66."
127,1,127#1,771,number,0.25,"No value is chosen to improve any outcome, and a sensitivity across scalings of 0.25, 0."
127,1,127#1,771,number,0.50,"25, 0.50, 0."
127,1,127#1,771,number,0.75,"50, 0.75 and 1."
127,1,127#1,771,number,1.00,75 and 1.00 is reported so the result's dependence on the magnitude is visible.
128,1,128#1,777,code,S17,S17 is the last measurement session in the programme.
128,1,128#1,777,number,128,128.
128,1,128#1,777,number,4,"HOLDOUT OPENS A SEVENTH TIME, in Phase 4 only."
129,1,129#1,783,code,S18,NO MEASUREMENT IS PERFORMED IN S18.
129,1,129#1,783,number,129,129.
129,1,129#1,783,number,9.12,"Restating figures from memory has produced contradictions against emitted CSVs in five consecutive sessions, which is why the 9.12 re-read requirement exists."
130,1,130#1,789,path,DECISIONS.md,"DECISIONS.md, the spec, the session reports and the invariant test suite are all published."
130,1,130#1,789,name,Databento,Raw Databento data is NOT published and is excluded by .
130,1,130#1,789,number,130,130.
131,1,131#1,793,code,S18,SECTION 5 IS NOT DRAFTED IN S18.
131,1,131#1,793,code,K1,It carries K1 through K12 and its inclusion decisions are authorial.
131,1,131#1,793,code,K12,It carries K1 through K12 and its inclusion decisions are authorial.
131,1,131#1,793,code,S18,"S18 drafts sections 4, 6, 7 and 8 against the approved outline and leaves section 5 as a stub with its table generated."
131,1,131#1,793,number,131,131.
131,1,131#1,793,number,5,SECTION 5 IS NOT DRAFTED IN S18.
131,1,131#1,793,number,4,"S18 drafts sections 4, 6, 7 and 8 against the approved outline and leaves section 5 as a stub with its table generated."
131,1,131#1,793,number,6,"S18 drafts sections 4, 6, 7 and 8 against the approved outline and leaves section 5 as a stub with its table generated."
131,1,131#1,793,number,7,"S18 drafts sections 4, 6, 7 and 8 against the approved outline and leaves section 5 as a stub with its table generated."
131,1,131#1,793,number,8,"S18 drafts sections 4, 6, 7 and 8 against the approved outline and leaves section 5 as a stub with its table generated."
131,1,131#1,793,number,5,"S18 drafts sections 4, 6, 7 and 8 against the approved outline and leaves section 5 as a stub with its table generated."
132,1,132#1,796,code,S18,"A separate project is already blocked on a pandoc output-quality problem, so S18 builds a minimal document to PDF first and halts if the build fails, rather than discovering it at the end."
132,1,132#1,796,number,132,132.
133,1,133#1,803,code,S18,THE S18 DRAFT SHIPPED WITH ITS CENTRAL SECTION EMPTY.
133,1,133#1,803,number,133,133.
133,1,133#1,803,number,1,"Abstract, Section 1, Section 2 and Section 3 are headings with no body."
133,1,133#1,803,number,2,"Abstract, Section 1, Section 2 and Section 3 are headings with no body."
133,1,133#1,803,number,3,"Abstract, Section 1, Section 2 and Section 3 are headings with no body."
133,1,133#1,803,number,3,"Section 3 carries the scaling result that every later section references, so the document argues from a premise it does not state."
133,1,133#1,803,number,4,"Sections 4, 6, 7 and 8 were drafted as scoped; Section 3 was to be supplied as the register model and was neither supplied nor written."
133,1,133#1,803,number,6,"Sections 4, 6, 7 and 8 were drafted as scoped; Section 3 was to be supplied as the register model and was neither supplied nor written."
133,1,133#1,803,number,7,"Sections 4, 6, 7 and 8 were drafted as scoped; Section 3 was to be supplied as the register model and was neither supplied nor written."
133,1,133#1,803,number,8,"Sections 4, 6, 7 and 8 were drafted as scoped; Section 3 was to be supplied as the register model and was neither supplied nor written."
133,1,133#1,803,number,3,"Sections 4, 6, 7 and 8 were drafted as scoped; Section 3 was to be supplied as the register model and was neither supplied nor written."
134,1,134#1,808,path,0/20/272/891,"The count of in-sample states moved by the emission floor appears as 20,462 in the S18 draft, 18,311 in the S17 report, and 0/20/272/891 summing to 1,183 in the S17 per-scaling table."
134,1,134#1,808,code,S18,"The count of in-sample states moved by the emission floor appears as 20,462 in the S18 draft, 18,311 in the S17 report, and 0/20/272/891 summing to 1,183 in the S17 per-scaling table."
134,1,134#1,808,code,S17,"The count of in-sample states moved by the emission floor appears as 20,462 in the S18 draft, 18,311 in the S17 report, and 0/20/272/891 summing to 1,183 in the S17 per-scaling table."
134,1,134#1,808,code,S17,"The count of in-sample states moved by the emission floor appears as 20,462 in the S18 draft, 18,311 in the S17 report, and 0/20/272/891 summing to 1,183 in the S17 per-scaling table."
134,1,134#1,808,number,134,134.
134,1,134#1,808,number,"20,462","The count of in-sample states moved by the emission floor appears as 20,462 in the S18 draft, 18,311 in the S17 report, and 0/20/272/891 summing to 1,183 in the S17 per-scaling table."
134,1,134#1,808,number,"18,311","The count of in-sample states moved by the emission floor appears as 20,462 in the S18 draft, 18,311 in the S17 report, and 0/20/272/891 summing to 1,183 in the S17 per-scaling table."
134,1,134#1,808,number,"1,183","The count of in-sample states moved by the emission floor appears as 20,462 in the S18 draft, 18,311 in the S17 report, and 0/20/272/891 summing to 1,183 in the S17 per-scaling table."
134,1,134#1,808,number,"153,613","The floor binding rate appears as 153,613 of 294,906 windows in Section 6."
134,1,134#1,808,number,"294,906","The floor binding rate appears as 153,613 of 294,906 windows in Section 6."
134,1,134#1,808,number,6.2,"The floor binding rate appears as 153,613 of 294,906 windows in Section 6.2 and as 63 percent in Table 1, which disagree."
134,1,134#1,808,number,63,"2 and as 63 percent in Table 1, which disagree."
134,1,134#1,808,number,1,"2 and as 63 percent in Table 1, which disagree."
135,1,135#1,814,code,S18,THE BLAKE CITATION IN THE S18 DRAFT IS WRONG.
135,1,135#1,814,name,Blake,"The paper is Blake, Gandhi and Jakkula, ""Improving S&P 500 Volatility Forecasting through Regime-Switching Methods"", arXiv:2510."
135,1,135#1,814,name,Gandhi,"The paper is Blake, Gandhi and Jakkula, ""Improving S&P 500 Volatility Forecasting through Regime-Switching Methods"", arXiv:2510."
135,1,135#1,814,name,Jakkula,"The paper is Blake, Gandhi and Jakkula, ""Improving S&P 500 Volatility Forecasting through Regime-Switching Methods"", arXiv:2510."
135,1,135#1,814,number,135,135.
135,1,135#1,814,number,2025,"It reads ""Regime detection in realized volatility with hidden markov models, 2025""."
135,1,135#1,814,number,500,"The paper is Blake, Gandhi and Jakkula, ""Improving S&P 500 Volatility Forecasting through Regime-Switching Methods"", arXiv:2510."
135,1,135#1,814,number,2510.03236,"The paper is Blake, Gandhi and Jakkula, ""Improving S&P 500 Volatility Forecasting through Regime-Switching Methods"", arXiv:2510.03236, 21 September 2025."
135,1,135#1,814,number,21,"03236, 21 September 2025."
135,1,135#1,814,number,2025,"03236, 21 September 2025."
136,1,136#1,819,path,K1/K2,The K1/K2 collision from item 61 and the duplicate K3 are session-record artifacts.
136,1,136#1,819,code,K1,The K1/K2 collision from item 61 and the duplicate K3 are session-record artifacts.
136,1,136#1,819,code,K2,The K1/K2 collision from item 61 and the duplicate K3 are session-record artifacts.
136,1,136#1,819,code,K3,The K1/K2 collision from item 61 and the duplicate K3 are session-record artifacts.
136,1,136#1,819,number,136,136.
136,1,136#1,819,number,61,The K1/K2 collision from item 61 and the duplicate K3 are session-record artifacts.
137,1,137#1,826,code,S18,"S18 and S19 both produced a document with a Section 3 heading and no body, while the abstract, the introduction and Sections 4 through 8 all reference its result."
137,1,137#1,826,code,S19,"S18 and S19 both produced a document with a Section 3 heading and no body, while the abstract, the introduction and Sections 4 through 8 all reference its result."
137,1,137#1,826,code,S20,S20 writes it from the text supplied in this prompt and verifies its inclusion in the built PDF before the session closes.
137,1,137#1,826,number,137,137.
137,1,137#1,826,number,3,SECTION 3 SHIPPED EMPTY TWICE.
137,1,137#1,826,number,3,"S18 and S19 both produced a document with a Section 3 heading and no body, while the abstract, the introduction and Sections 4 through 8 all reference its result."
137,1,137#1,826,number,4,"S18 and S19 both produced a document with a Section 3 heading and no body, while the abstract, the introduction and Sections 4 through 8 all reference its result."
137,1,137#1,826,number,8,"S18 and S19 both produced a document with a Section 3 heading and no body, while the abstract, the introduction and Sections 4 through 8 all reference its result."
138,1,138#1,830,number,138,138.
138,1,138#1,830,number,2,SECTION 2 CONTAINS FOUR DROPPED-TEXT DEFECTS.
139,1,139#1,834,code,S19,"The abstract and the introduction are corrected, and Table 1 regains the margin column dropped in the S19 rewrite, without which the determinations are asserted rather than evidenced."
139,1,139#1,834,number,139,139.
139,1,139#1,834,number,1,THE PAPER SAYS TWELVE KILL CONDITIONS AND TABLE 1 LISTS THIRTEEN.
139,1,139#1,834,number,136,The renumbering under item 136 produced the mismatch.
139,1,139#1,834,number,1,"The abstract and the introduction are corrected, and Table 1 regains the margin column dropped in the S19 rewrite, without which the determinations are asserted rather than evidenced."
140,1,140#1,838,name,Andersen,"And signature plots are Andersen, Bollerslev, Diebold and Labys (2000), ""Great Realizations"", Risk 13(3), not the 2001 JASA paper currently cited, which concerns the distribution of realized volatility."
140,1,140#1,838,name,Bollerslev,"And signature plots are Andersen, Bollerslev, Diebold and Labys (2000), ""Great Realizations"", Risk 13(3), not the 2001 JASA paper currently cited, which concerns the distribution of realized volatility."
140,1,140#1,838,name,Diebold,"And signature plots are Andersen, Bollerslev, Diebold and Labys (2000), ""Great Realizations"", Risk 13(3), not the 2001 JASA paper currently cited, which concerns the distribution of realized volatility."
140,1,140#1,838,name,Labys,"And signature plots are Andersen, Bollerslev, Diebold and Labys (2000), ""Great Realizations"", Risk 13(3), not the 2001 JASA paper currently cited, which concerns the distribution of realized volatility."
140,1,140#1,838,number,140,140.
140,1,140#1,838,number,7.2,"Section 7.2 states that tercile boundaries place the threshold ""where the density is higher""; for a unimodal distribution the median sits nearer the mode and the tercile boundaries sit further out, so the stated mechanis"
140,1,140#1,838,number,2000,"And signature plots are Andersen, Bollerslev, Diebold and Labys (2000), ""Great Realizations"", Risk 13(3), not the 2001 JASA paper currently cited, which concerns the distribution of realized volatility."
140,1,140#1,838,number,13,"And signature plots are Andersen, Bollerslev, Diebold and Labys (2000), ""Great Realizations"", Risk 13(3), not the 2001 JASA paper currently cited, which concerns the distribution of realized volatility."
140,1,140#1,838,number,3,"And signature plots are Andersen, Bollerslev, Diebold and Labys (2000), ""Great Realizations"", Risk 13(3), not the 2001 JASA paper currently cited, which concerns the distribution of realized volatility."
140,1,140#1,838,number,2001,"And signature plots are Andersen, Bollerslev, Diebold and Labys (2000), ""Great Realizations"", Risk 13(3), not the 2001 JASA paper currently cited, which concerns the distribution of realized volatility."
